-1.03800000E-02  0.00000000E+00 -0.00000000E+00
 4.00000000E-05  0.00000000E+00 -0.00000000E+00
-3.40000000E-04 -8.00000000E-05 -8.00000000E-05
-3.40000000E-04  8.00000000E-05 -8.00000000E-05
 4.00000000E-05  0.00000000E+00 -0.00000000E+00
-3.20000000E-04  0.00000000E+00 -0.00000000E+00
-3.40000000E-04 -8.00000000E-05  8.00000000E-05
-3.40000000E-04  8.00000000E-05  8.00000000E-05
 2.56000000E-03  1.76000000E-03  1.76000000E-03
-4.00000000E-05  4.00000000E-05  2.00000000E-05
 1.60000000E-04 -2.00000000E-05 -2.00000000E-05
-4.00000000E-05 -2.00000000E-05 -4.00000000E-05
-4.00000000E-05  2.00000000E-05  4.00000000E-05
 1.60000000E-04  2.00000000E-05  2.00000000E-05
-4.00000000E-05 -4.00000000E-05 -2.00000000E-05
 2.56000000E-03 -1.76000000E-03 -1.76000000E-03
 1.40000000E-04  8.00000000E-05  1.40000000E-04
 1.40000000E-04 -8.00000000E-05 -1.40000000E-04
 1.40000000E-04  1.40000000E-04  8.00000000E-05
 2.00000000E-05 -6.00000000E-05  0.00000000E+00
 2.00000000E-05  0.00000000E+00 -6.00000000E-05
 2.00000000E-05 -0.00000000E+00  6.00000000E-05
 1.40000000E-04 -1.40000000E-04 -8.00000000E-05
 2.00000000E-05  6.00000000E-05 -0.00000000E+00
 2.00000000E-05 -2.00000000E-05  2.00000000E-05
-0.00000000E+00 -2.00000000E-05  2.00000000E-05
 2.00000000E-05  2.00000000E-05 -2.00000000E-05
-2.00000000E-05  2.00000000E-05 -2.00000000E-05
-2.00000000E-05 -2.00000000E-05  2.00000000E-05
 2.00000000E-05 -2.00000000E-05  2.00000000E-05
-0.00000000E+00  2.00000000E-05 -2.00000000E-05
 2.00000000E-05  2.00000000E-05 -2.00000000E-05
 2.00000000E-05  0.00000000E+00 -0.00000000E+00
-0.00000000E+00  0.00000000E+00 -0.00000000E+00
-0.00000000E+00 -0.00000000E+00 -0.00000000E+00
-0.00000000E+00  0.00000000E+00 -0.00000000E+00
-0.00000000E+00  0.00000000E+00 -0.00000000E+00
 2.00000000E-05  0.00000000E+00 -0.00000000E+00
-0.00000000E+00 -0.00000000E+00  0.00000000E+00
-0.00000000E+00  0.00000000E+00  0.00000000E+00
-0.00000000E+00  2.00000000E-05  2.00000000E-05
 2.00000000E-05  2.00000000E-05  2.00000000E-05
-2.00000000E-05 -2.00000000E-05 -2.00000000E-05
 2.00000000E-05 -2.00000000E-05 -2.00000000E-05
 2.00000000E-05  2.00000000E-05  2.00000000E-05
-2.00000000E-05  2.00000000E-05  2.00000000E-05
 2.00000000E-05 -2.00000000E-05 -2.00000000E-05
-0.00000000E+00 -2.00000000E-05 -2.00000000E-05
 1.40000000E-04  8.00000000E-05 -1.40000000E-04
 1.40000000E-04 -8.00000000E-05  1.40000000E-04
 1.40000000E-04 -1.40000000E-04  8.00000000E-05
 2.00000000E-05  6.00000000E-05  0.00000000E+00
 2.00000000E-05  0.00000000E+00  6.00000000E-05
 2.00000000E-05 -0.00000000E+00 -6.00000000E-05
 1.40000000E-04  1.40000000E-04 -8.00000000E-05
 2.00000000E-05 -6.00000000E-05 -0.00000000E+00
-4.00000000E-05 -4.00000000E-05  2.00000000E-05
 2.52000000E-03 -1.68000000E-03  1.68000000E-03
-4.00000000E-05  2.00000000E-05 -4.00000000E-05
 1.60000000E-04  2.00000000E-05 -2.00000000E-05
 1.60000000E-04 -2.00000000E-05  2.00000000E-05
-4.00000000E-05 -2.00000000E-05  4.00000000E-05
 2.52000000E-03  1.68000000E-03 -1.68000000E-03
-4.00000000E-05  4.00000000E-05 -2.00000000E-05
-1.03800000E-02 -1.03800000E-02 -5.00000000E-04
 4.00000000E-05  4.00000000E-05  0.00000000E+00
-2.60000000E-04  6.00000000E-05  6.00000000E-05
-4.20000000E-04  2.20000000E-04 -2.20000000E-04
 4.00000000E-05  2.00000000E-05  0.00000000E+00
-3.20000000E-04 -0.00000000E+00 -0.00000000E+00
-2.60000000E-04  6.00000000E-05 -6.00000000E-05
-4.20000000E-04  2.20000000E-04  2.20000000E-04
 4.44000000E-03  4.44000000E-03  3.68000000E-03
-0.00000000E+00 -0.00000000E+00  6.00000000E-05
 1.60000000E-04  0.00000000E+00 -0.00000000E+00
-6.00000000E-05 -4.00000000E-05 -0.00000000E+00
-2.00000000E-05  2.00000000E-05  6.00000000E-05
 1.80000000E-04  4.00000000E-05  4.00000000E-05
-8.00000000E-05 -8.00000000E-05 -0.00000000E+00
 8.00000000E-04  8.40000000E-04  4.00000000E-05
 6.00000000E-05 -2.60000000E-04  6.00000000E-05
 2.20000000E-04 -4.20000000E-04 -2.20000000E-04
 3.00000000E-04  3.00000000E-04  1.60000000E-04
-2.00000000E-05 -2.00000000E-05  2.00000000E-05
 2.00000000E-05  0.00000000E+00 -6.00000000E-05
 4.00000000E-05 -0.00000000E+00  4.00000000E-05
 0.00000000E+00  0.00000000E+00 -0.00000000E+00
 8.00000000E-05  8.00000000E-05 -0.00000000E+00
 0.00000000E+00  1.60000000E-04 -0.00000000E+00
-4.00000000E-05 -6.00000000E-05 -0.00000000E+00
 4.00000000E-05  4.00000000E-05 -4.00000000E-05
 0.00000000E+00  0.00000000E+00 -4.00000000E-05
-4.00000000E-05 -4.00000000E-05 -0.00000000E+00
 0.00000000E+00  0.00000000E+00  0.00000000E+00
 2.00000000E-05 -2.00000000E-05 -6.00000000E-05
 4.00000000E-05  1.80000000E-04 -4.00000000E-05
 2.00000000E-05  4.00000000E-05  0.00000000E+00
-0.00000000E+00 -3.20000000E-04 -0.00000000E+00
 0.00000000E+00  2.00000000E-05 -6.00000000E-05
-0.00000000E+00  4.00000000E-05  4.00000000E-05
-0.00000000E+00 -0.00000000E+00  0.00000000E+00
 2.00000000E-05  2.00000000E-05  0.00000000E+00
 0.00000000E+00  2.00000000E-05  6.00000000E-05
-0.00000000E+00  4.00000000E-05 -4.00000000E-05
 2.00000000E-05 -2.00000000E-05  6.00000000E-05
 4.00000000E-05  1.80000000E-04  4.00000000E-05
-4.00000000E-05 -4.00000000E-05 -0.00000000E+00
 0.00000000E+00  0.00000000E+00  0.00000000E+00
 4.00000000E-05  4.00000000E-05  4.00000000E-05
 0.00000000E+00  0.00000000E+00  4.00000000E-05
 0.00000000E+00  1.60000000E-04  0.00000000E+00
-4.00000000E-05 -6.00000000E-05  0.00000000E+00
 6.00000000E-05 -2.60000000E-04 -6.00000000E-05
 2.20000000E-04 -4.20000000E-04  2.20000000E-04
 0.00000000E+00  0.00000000E+00 -0.00000000E+00
 8.00000000E-05  8.00000000E-05 -0.00000000E+00
 2.00000000E-05  0.00000000E+00  6.00000000E-05
 4.00000000E-05 -0.00000000E+00 -4.00000000E-05
 2.80000000E-04  2.80000000E-04 -1.60000000E-04
-2.00000000E-05 -2.00000000E-05 -2.00000000E-05
-8.00000000E-05 -8.00000000E-05 -0.00000000E+00
 8.40000000E-04  8.00000000E-04  4.00000000E-05
-2.00000000E-05  2.00000000E-05 -6.00000000E-05
 1.80000000E-04  4.00000000E-05 -4.00000000E-05
 1.60000000E-04  0.00000000E+00  0.00000000E+00
-6.00000000E-05 -4.00000000E-05  0.00000000E+00
 4.10000000E-03  4.10000000E-03 -3.24000000E-03
-0.00000000E+00 -0.00000000E+00 -6.00000000E-05
-1.07400000E-02  8.00000000E-05  8.00000000E-05
-3.00000000E-04 -8.00000000E-05  8.00000000E-05
-1.07400000E-02 -8.00000000E-05 -8.00000000E-05
-3.00000000E-04  8.00000000E-05 -8.00000000E-05
-3.20000000E-04  8.00000000E-05 -8.00000000E-05
-6.60000000E-04 -8.00000000E-05 -8.00000000E-05
-3.20000000E-04 -8.00000000E-05  8.00000000E-05
-6.60000000E-04  8.00000000E-05  8.00000000E-05
 5.14000000E-03 -0.00000000E+00  0.00000000E+00
-8.00000000E-05 -0.00000000E+00  0.00000000E+00
 2.74000000E-03  1.76000000E-03  1.76000000E-03
-8.00000000E-05  0.00000000E+00 -0.00000000E+00
-8.00000000E-05 -0.00000000E+00  0.00000000E+00
 3.40000000E-04 -0.00000000E+00  0.00000000E+00
-8.00000000E-05 -0.00000000E+00  0.00000000E+00
 2.74000000E-03 -1.76000000E-03 -1.76000000E-03
 3.00000000E-04 -6.00000000E-05  6.00000000E-05
 1.80000000E-04 -4.00000000E-05 -1.60000000E-04
 3.00000000E-04  6.00000000E-05 -6.00000000E-05
 1.80000000E-04  4.00000000E-05  1.60000000E-04
 1.80000000E-04  1.60000000E-04  4.00000000E-05
 6.00000000E-05 -6.00000000E-05  6.00000000E-05
 1.80000000E-04 -1.60000000E-04 -4.00000000E-05
 6.00000000E-05  6.00000000E-05 -6.00000000E-05
 2.00000000E-05  0.00000000E+00 -2.00000000E-05
 2.00000000E-05 -0.00000000E+00  2.00000000E-05
 2.00000000E-05 -2.00000000E-05  0.00000000E+00
 0.00000000E+00  0.00000000E+00 -0.00000000E+00
 0.00000000E+00 -0.00000000E+00  0.00000000E+00
 0.00000000E+00  0.00000000E+00 -0.00000000E+00
 2.00000000E-05  2.00000000E-05 -0.00000000E+00
 0.00000000E+00 -0.00000000E+00  0.00000000E+00
 2.00000000E-05  0.00000000E+00  0.00000000E+00
-0.00000000E+00 -0.00000000E+00  0.00000000E+00
 2.00000000E-05 -0.00000000E+00 -0.00000000E+00
-0.00000000E+00  0.00000000E+00 -0.00000000E+00
-0.00000000E+00  0.00000000E+00 -0.00000000E+00
 2.00000000E-05 -0.00000000E+00 -0.00000000E+00
-0.00000000E+00 -0.00000000E+00  0.00000000E+00
 2.00000000E-05  0.00000000E+00  0.00000000E+00
-2.00000000E-05 -0.00000000E+00  0.00000000E+00
 4.00000000E-05 -0.00000000E+00  0.00000000E+00
-2.00000000E-05  0.00000000E+00  0.00000000E+00
 4.00000000E-05  0.00000000E+00 -0.00000000E+00
 4.00000000E-05 -0.00000000E+00  0.00000000E+00
-2.00000000E-05 -0.00000000E+00  0.00000000E+00
 4.00000000E-05 -0.00000000E+00  0.00000000E+00
-2.00000000E-05 -0.00000000E+00 -0.00000000E+00
 3.00000000E-04  2.20000000E-04 -2.20000000E-04
 1.80000000E-04 -1.20000000E-04  1.40000000E-04
 3.00000000E-04 -2.20000000E-04  2.20000000E-04
 1.80000000E-04  1.20000000E-04 -1.40000000E-04
 1.80000000E-04 -1.40000000E-04  1.20000000E-04
 6.00000000E-05  4.00000000E-05 -4.00000000E-05
 1.80000000E-04  1.40000000E-04 -1.20000000E-04
 6.00000000E-05 -4.00000000E-05  4.00000000E-05
 2.48000000E-03  1.64000000E-03 -1.66000000E-03
 2.48000000E-03 -1.64000000E-03  1.66000000E-03
 2.48000000E-03 -1.66000000E-03  1.64000000E-03
 1.20000000E-04 -2.00000000E-05  0.00000000E+00
 1.20000000E-04  0.00000000E+00 -2.00000000E-05
 1.20000000E-04 -0.00000000E+00  2.00000000E-05
 2.48000000E-03  1.66000000E-03 -1.64000000E-03
 1.20000000E-04  2.00000000E-05 -0.00000000E+00
-1.00400000E-02 -8.00000000E-05 -8.00000000E-05
 3.80000000E-04  8.00000000E-05 -8.00000000E-05
 1.00400000E-02 -8.00000000E-05 -8.00000000E-05
-3.80000000E-04  8.00000000E-05 -8.00000000E-05
 3.80000000E-04 -8.00000000E-05  8.00000000E-05
 2.00000000E-05  8.00000000E-05  8.00000000E-05
-3.80000000E-04 -8.00000000E-05  8.00000000E-05
-4.00000000E-05  8.00000000E-05  8.00000000E-05
 4.00000000E-05  3.44000000E-03  3.44000000E-03
-0.00000000E+00  6.00000000E-05  6.00000000E-05
-2.36000000E-03 -1.70000000E-03 -1.70000000E-03
-0.00000000E+00 -6.00000000E-05 -6.00000000E-05
-0.00000000E+00  6.00000000E-05  6.00000000E-05
 0.00000000E+00  4.00000000E-05  4.00000000E-05
-0.00000000E+00 -6.00000000E-05 -6.00000000E-05
 2.40000000E-03 -1.78000000E-03 -1.78000000E-03
 0.00000000E+00  2.20000000E-04  2.20000000E-04
